Scen,CRN,q1,q9,preds,actual,time
M1,Thailand,38.195,54.55,48.4050976666667,57.63,2018-12-17
M1,Thailand,45.28,59.232,51.3000590000001,57.66,2018-12-24
M1,Thailand,49.34,63.38,53.772646,56.41,2018-12-31
M1,Thailand,48.49,66.14,57.7976223333333,55.83,2019-01-07
M1,Thailand,50.28,67.18,60.3592176666667,54.97,2019-01-14
M1,Thailand,49.64,68.17,58.3005721333333,52.87,2019-01-21
M1,Thailand,49.135,66.4,56.1855129333333,50.41,2019-01-28
M1,Thailand,49.43,65.296,54.9848546666667,48.61,2019-02-04
M1,Thailand,48.01,60.493,53.6802522,47.63,2019-02-11
M1,Thailand,44.133,54.874,48.8324037333333,45.27,2019-02-18
M1,Thailand,41.25,54.38,47.4660537333333,42.4,2019-02-25
M1,Thailand,41.25,53.3,47.2831563333333,45.59,2019-03-04
M1,Thailand,40.08,53.3,46.6606177333333,44.47,2019-03-11
M1,Thailand,35.87,53.56,45.3506138,44.58,2019-03-18
M1,Thailand,26.19,53.3,41.7891862000001,44.24,2019-03-25
M1,Thailand,29.5,53.3,42.9190693333334,43.91,2019-04-01
M1,Thailand,28.15,53.25,42.2719908,43.71,2019-04-08
M1,Thailand,32.599,51.4,41.4771694,42.24,2019-04-15
M1,Thailand,34.183,50.968,41.9841754,40.71,2019-04-22
M1,Thailand,33.67,50.7654,41.7774515333334,39.36,2019-04-29
M1,Thailand,33.67,48.256,41.2488375333334,39.99,2019-05-06
M1,Thailand,32.971,48.256,40.5159793333333,42,2019-05-13
M1,Thailand,33.41,48.45,41.3174662,42.97,2019-05-20
M1,Thailand,32.98,49.47,42.0070909333333,42.4,2019-05-27
M1,Thailand,32.55,49.4826,40.6591174666667,44.04,2019-06-03
M1,Thailand,34.24,50.01,44.1089736666667,47,2019-06-10
M1,Thailand,35.87,50.92,45.1814791666666,47.83,2019-06-17
M1,Thailand,35.85,50.21,44.3830836666667,47.88,2019-06-24
M1,Thailand,38.474,50.57,45.492538,49.57,2019-07-01
M1,Thailand,42.83,50.582,46.7556124,50.36,2019-07-08
M1,Thailand,42.588,50.806,47.2433237333333,49.8,2019-07-15
M1,Thailand,43.005,50.6,47.2338823333333,49.79,2019-07-22
M1,Thailand,43.57,51.237,47.0511611666667,49.79,2019-07-29
M1,Thailand,44,51.687,47.6579909666666,48.96,2019-08-05
M1,Thailand,44,50.534,47.6446953,48.03,2019-08-12
M1,Thailand,44.298,52.593,48.5298351,46.86,2019-08-19
M1,Thailand,44.28,51.04,48.2551459333333,44.69,2019-08-26
M1,Thailand,43.85,50.78,48.2498376666667,42.48,2019-09-02
M1,Thailand,41.013,51.1,47.5915553333333,40.77,2019-09-09
M1,Thailand,37.06,51.29,44.3667103333333,39.15,2019-09-16
M1,Thailand,35.57,49.816,41.7450573333333,37.98,2019-09-23
M1,Thailand,30.2,48.931,39.42667,37.67,2019-09-30
M1,Thailand,25.81,47.82,37.227895,36.58,2019-10-07
M1,Thailand,24.14,47.78,35.3410889999999,35.92,2019-10-14
M1,Thailand,21.09,45.939,34.0634663333333,34.13,2019-10-21
M1,Thailand,21.09,45.64,34.314602,31.33,2019-10-28
M1,Thailand,20.82,45.656,33.2996946666666,29.5,2019-11-04
M1,Thailand,20.82,44.334,33.522599,29.26,2019-11-11
M1,Thailand,23.88,46.22,36.1059571666667,29.14,2019-11-18
M1,Thailand,22.43,43.59,33.425186,28.67,2019-11-25
M1,Thailand,21.38,41.444,32.3934016666667,30.14,2019-12-02
M1,Thailand,21.38,40.72,32.452205,31.31,2019-12-09
M1,Thailand,22.53,42.69,33.8401625,32.12,2019-12-16
M1,Thailand,23.88,43.59,32.719966,31.72,2019-12-23
M1,Thailand,23.93,45.21,35.2125505,31.9,2019-12-30
M1,Thailand,25.28,45.894,37.3275038333333,33.06,2020-01-06
M1,Thailand,25.74,47.667,38.2499035,35.87,2020-01-13
M1,Thailand,27.87,47.328,39.7860808333334,36.92,2020-01-20
M1,Thailand,27.87,46.98,39.6748128333334,37.64,2020-01-27
M1,Thailand,32.4,49.31,41.4192163333334,38.78,2020-02-03
M1,Thailand,33.796,50.86,43.8140544666667,39.19,2020-02-10
M1,Thailand,34.81,52.83,43.6171598,38.7,2020-02-17
M1,Thailand,37.07,52.83,44.3186774666667,38.73,2020-02-24
M1,Thailand,37.25,51.365,44.4217628,42.68,2020-03-02
M1,Thailand,33.841,50.86,43.1402224666667,41.25,2020-03-09
M1,Thailand,37.07,49.353,42.5253813333333,41.85,2020-03-16
M1,Thailand,35.549,47.103,41.5446302,42.16,2020-03-23
M1,Thailand,37.48,50.74,43.8130138666666,41.83,2020-03-30
M1,Thailand,37.25,50.76,43.3112406666667,42.6,2020-04-06
M1,Thailand,37.07,49.372,42.6998506666666,42.69,2020-04-13
M1,Thailand,37.25,48.33,43.633183,41.23,2020-04-20
M1,Thailand,37.25,48.33,43.3890597333334,39.05,2020-04-27
M1,Thailand,37.29,47.594,43.6613404666667,38.46,2020-05-04
M1,Thailand,37.48,47.81,43.7578416666667,38.52,2020-05-11
M1,Thailand,34.24,48.33,42.7409908666667,38.94,2020-05-18
M1,Thailand,33.67,46.58,41.110728,39.95,2020-05-25
M1,Thailand,32.98,46.25,40.5630686666667,41.39,2020-06-01
M1,Thailand,32.98,46.253,40.8782063333333,43.17,2020-06-08
M1,Thailand,30.2,49.76,43.061446,44.56,2020-06-15
M1,Thailand,33.41,50.13,43.048849,45.23,2020-06-22
M1,Thailand,35.559,50.13,43.8898823333333,45.57,2020-06-29
M1,Thailand,41.41,51.59,45.6562173333333,46.09,2020-07-06
M1,Thailand,41.41,50.507,45.731688,47.03,2020-07-13
M1,Thailand,41.41,50.214,45.309439,47.64,2020-07-20
M1,Thailand,42.21,50.57,45.825719,48.26,2020-07-27
M1,Thailand,42.154,50.78,45.665034,48.72,2020-08-03
M1,Thailand,42.619,51.23,46.518579,48.82,2020-08-10
M1,Thailand,40.417,53.43,47.1984276666667,50.94,2020-08-17
M1,Thailand,40.45,53.43,47.320103,54.08,2020-08-24
M1,Thailand,40.657,54.08,47.7039086666667,55.4,2020-08-31
M1,Thailand,40.45,54.08,47.3642363333334,56.68,2020-09-07
M1,Thailand,43.17,55.58,49.5102314666667,58.79,2020-09-14
M1,Thailand,43.064,56.24,49.7402697333334,60.6,2020-09-21
M1,Thailand,43.838,56.73,49.5896715333334,61.16,2020-09-28
M1,Thailand,43.85,56.739,49.8182940000001,60.5,2020-10-05
M1,Thailand,44.17,56.73,50.0276000000001,60.09,2020-10-12
M1,Thailand,45.45,56.93,50.5009213333334,57.97,2020-10-19
M1,Thailand,45.45,56.93,50.708267,56.21,2020-10-26
M1,Thailand,45.45,56.532,50.3399846666667,55.49,2020-11-02
M1,Thailand,45.45,56.93,50.6202736666667,54.86,2020-11-09
M1,Thailand,45.45,63.76,54.4776646666666,55.94,2020-11-16
M1,Thailand,46.174,64.08,55.7438823333333,56.85,2020-11-23
M1,Thailand,47.7,64.08,57.5031996,59.12,2020-11-30
M1,Thailand,47.7,64.365,57.7283911999999,61.36,2020-12-07
M1,Thailand,48.6,64.41,59.2450216,63.27,2020-12-14
M1,Thailand,48.49,68.17,58.5521526666667,62.56,2020-12-21
M1,Thailand,49.888,68.22,60.3149368,59.11,2020-12-28
M1,Thailand,49.91,69.683,60.9261647333333,55.82,2021-01-04
M1,Thailand,50.51,69.793,61.9536156666667,55.69,2021-01-11
M1,Thailand,50.244,70.77,64.4025189333335,55.02,2021-01-18
M1,Thailand,48.04,70.21,61.4775364666667,54.41,2021-01-25
M1,Thailand,47.44,67.83,55.3927484666667,54.92,2021-02-01
M1,Thailand,46.95,66.93,55.0833126,56.14,2021-02-08
M1,Thailand,38.33,63.8,50.7832792,56.81,2021-02-15
M1,Thailand,43.34,61.15,50.9464249333333,57.2,2021-02-22
M1,Thailand,38.33,59.988,50.3021271333333,62.41,2021-03-01
M1,Thailand,32.91,69.32,52.1696811333333,63.53,2021-03-08
M1,Thailand,46,68.22,55.383731,64.68,2021-03-15
M1,Thailand,46,69.325,55.4931980666667,65.53,2021-03-22
M1,Thailand,51.4,69.82,61.6898731333334,65.88,2021-03-29
M1,Thailand,51.481,72.58,61.9900994666668,65.26,2021-04-05
M1,Thailand,52.089,71.3,62.4352958,63.74,2021-04-12
M1,Thailand,49.93,63.98,56.2469162666667,61.58,2021-04-19
M1,Thailand,49.91,61.08,55.1019891333333,56.85,2021-04-26
M1,Thailand,49.69,61.18,54.7884976666666,52.93,2021-05-03
M1,Thailand,47.84,61.18,53.4820716666667,50.82,2021-05-10
M1,Thailand,46.897,56.84,51.4202726,49.43,2021-05-17
M1,Thailand,44.56,54.094,49.2954282,48.5,2021-05-24
M1,Thailand,44.532,51.856,48.1585380000001,49.65,2021-05-31
M1,Thailand,43.64,51.84,47.380857,50.76,2021-06-07
M1,Thailand,40.31,52.55,45.7893680333333,50.15,2021-06-14
M1,Thailand,43.82,50.6,47.5927618666666,49.48,2021-06-21
M1,Thailand,43.64,50.6,47.7386276,49.67,2021-06-28
M1,Thailand,43.64,51.84,47.7479315,50.15,2021-07-05
M1,Thailand,43.64,50.6,47.281906,50.58,2021-07-12
M1,Timor-Leste,54.29,69.73,63.1530123333334,68.39,2016-07-25
M1,Timor-Leste,54.598,69.73,63.216428,70.2,2016-08-01
M1,Timor-Leste,55.21,73.77,64.5149026666666,70.67,2016-08-08
M1,Timor-Leste,54.63,73.79,61.575376,71.9,2016-08-15
M1,Timor-Leste,55.095,75.08,63.8450393333333,73.45,2016-08-22
M1,Timor-Leste,54.63,75.08,63.3783523333333,73.17,2016-08-29
M1,Timor-Leste,55.21,75.33,64.041585,73.34,2016-09-05
M1,Timor-Leste,55.21,75.66,65.0463626666666,75.58,2016-09-12
M1,Timor-Leste,54.29,75.33,63.2350633333333,75.38,2016-09-19
M1,Timor-Leste,54.29,75.33,63.591524,73.73,2016-09-26
M1,Timor-Leste,54.596,75.33,64.3943333333333,69.8,2016-10-03
M1,Timor-Leste,54.29,74.64,63.211103,67.41,2016-10-10
M1,Timor-Leste,54.29,75.08,63.31556,65.18,2016-10-17
M1,Timor-Leste,54.29,74.64,63.092874,62.03,2016-10-24
M1,Timor-Leste,54.29,74.64,61.9569963333333,58.14,2016-10-31
M1,Timor-Leste,54.29,75.08,60.4763533333333,55.39,2016-11-07
M1,Timor-Leste,54.29,75.08,60.3634256666666,53.67,2016-11-14
M1,Timor-Leste,53.45,69.32,57.5265413333333,52.64,2016-11-21
M1,Timor-Leste,46.611,55.93,52.5376363333334,53.19,2016-11-28
M1,Timor-Leste,44.86,53.35,48.8979216666667,53.87,2016-12-05
M1,Timor-Leste,44.618,52.48,47.7919420833333,54.17,2016-12-12
M1,Timor-Leste,42.64,52.825,48.0362429166667,53.93,2016-12-19
M1,Timor-Leste,42.56,52.79,48.0610173333334,51.55,2016-12-26
M1,Timor-Leste,41.72,52.32,47.5764185,48.52,2017-01-02
M1,Timor-Leste,41.963,52.79,48.0326700833334,45.1,2017-01-09
M1,Timor-Leste,41.57,53.843,48.0298479333333,43.48,2017-01-16
M1,Timor-Leste,41.51,54.29,47.8756922666667,42.53,2017-01-23
M1,Timor-Leste,37.89,52.518,43.6804577333334,41.99,2017-01-30
M1,Timor-Leste,37.5,45.34,40.5251116666667,42.64,2017-02-06
M1,Timor-Leste,38.493,43.41,40.6445376666667,43.38,2017-02-13
M1,Timor-Leste,40.12,49.17,45.4354048,43.98,2017-02-20
M1,Timor-Leste,39.846,49.17,45.4706818666667,43.42,2017-02-27
M1,Timor-Leste,39.6,49.17,45.1201392,44.8,2017-03-06
M1,Timor-Leste,39.3,49.33,45.8043949333333,46.07,2017-03-13
M1,Timor-Leste,45.93,51.15,48.6298058666667,46.22,2017-03-20
M1,Timor-Leste,44.639,50.73,47.5398716,47.3,2017-03-27
M1,Timor-Leste,46.11,51.15,48.2713595333334,48.95,2017-04-03
M1,Timor-Leste,46.11,52.73,48.7233807333333,50.91,2017-04-10
M1,Timor-Leste,46.727,53.46,49.9753818833334,51.36,2017-04-17
M1,Timor-Leste,45.178,54,50.2649207833333,51.26,2017-04-24
M1,Timor-Leste,46.02,54.024,50.7371082,52.06,2017-05-01
M1,Timor-Leste,48.052,54.29,51.9705971333334,51.48,2017-05-08
M1,Timor-Leste,46.32,55.68,50.9771947333334,49.76,2017-05-15
M1,Timor-Leste,46.32,55.703,50.7362010666667,49.31,2017-05-22
M1,Timor-Leste,47.33,55.91,51.0140773333334,49.48,2017-05-29
M1,Timor-Leste,46.908,55.91,51.0615191333334,50.12,2017-06-05
M1,Timor-Leste,44.72,54,49.6920975333334,50.91,2017-06-12
M1,Timor-Leste,48.87,58.28,53.0975546000001,51.5,2017-06-19
M1,Timor-Leste,48.27,58.28,53.2972540666667,52.35,2017-06-26
M1,Timor-Leste,50.12,59.2,54.2990385333334,53.36,2017-07-03
M1,Timor-Leste,49.93,59.37,54.5228898666667,54.95,2017-07-10
M1,Timor-Leste,49.78,59.37,54.246269,57,2017-07-17
M1,Timor-Leste,49.93,59.37,54.8321899333333,58.57,2017-07-24
M1,Timor-Leste,50.083,60.86,56.3432146666667,58.47,2017-07-31
M1,Timor-Leste,50.22,61.72,56.956646,58.58,2017-08-07
M1,Timor-Leste,49.635,65.88,57.1862074,60.72,2017-08-14
M1,Timor-Leste,46.96,58.35,52.8108866666667,61.42,2017-08-21
M1,Timor-Leste,46.62,57.13,51.8797523333333,59.6,2017-08-28
M1,Timor-Leste,46.62,55.93,51.8491073333333,59.05,2017-09-04
M1,Timor-Leste,51.5,59.39,55.5402630000001,59.55,2017-09-11
M1,Timor-Leste,52.211,59.47,55.7612266666667,58.45,2017-09-18
M1,Timor-Leste,46.788,59.47,53.3837383333333,56.8,2017-09-25
M1,Timor-Leste,46.788,58.35,53.056119,54.38,2017-10-02
M1,Timor-Leste,46.94,58.75,53.4404936666667,53.4,2017-10-09
M1,Timor-Leste,45.95,59.47,52.998294,51.83,2017-10-16
M1,Timor-Leste,44.71,53.67,50.0681513333333,50.26,2017-10-23
M1,Timor-Leste,44.708,52.29,47.508007,49.22,2017-10-30
M1,Timor-Leste,44.1,49.968,46.6169413333334,48.03,2017-11-06
M1,Timor-Leste,44.71,49.781,46.770293,47.15,2017-11-13
M1,Timor-Leste,44.1,52.254,46.583657,47.59,2017-11-20
M1,Timor-Leste,43.1,52.79,47.5944415666667,49.97,2017-11-27
M1,Timor-Leste,44.226,53.08,48.01332395,51.67,2017-12-04
M1,Timor-Leste,44.57,53.08,48.2475301333334,53.21,2017-12-11
M1,Timor-Leste,45.495,54.64,49.8523223333333,53.15,2017-12-18
M1,Timor-Leste,44.86,54.083,48.8378503333334,53.09,2017-12-25
M1,Timor-Leste,42.64,53.24,48.3804783333333,51.81,2018-01-01
M1,Timor-Leste,43.41,53.35,48.4740844666667,49.51,2018-01-08
M1,Timor-Leste,41.56,52.43,46.3525462666667,45.47,2018-01-15
M1,Timor-Leste,41.51,51.93,46.0569276,43.14,2018-01-22
M1,Timor-Leste,41.51,50.236,45.340801,41.89,2018-01-29
M1,Timor-Leste,39.29,48.25,43.5203695333334,41.97,2018-02-05
M1,Timor-Leste,37.89,45.26,41.2533215333334,43.21,2018-02-12
M1,Timor-Leste,39.4,47.132,43.1522938,44.15,2018-02-19
M1,Timor-Leste,39.4,46.4,42.6757529333333,44.77,2018-02-26
M1,Timor-Leste,39.81,46.21,43.0884105333333,44.62,2018-03-05
M1,Timor-Leste,39.6,47.27,43.3721192,45.48,2018-03-12
M1,Timor-Leste,45.1375,49.43,47.0654491,46.3,2018-03-19
M1,Timor-Leste,45.259,49.42,47.2652989833333,46.66,2018-03-26
M1,Timor-Leste,45.05,48.38,46.68678345,47.11,2018-04-02
M1,Timor-Leste,44.99,49.213,47.05723995,46.99,2018-04-09
M1,Timor-Leste,44.42,49.871,47.0975074333334,46.2,2018-04-16
M1,Timor-Leste,44.14,50.23,47.3061389333334,44.45,2018-04-23
M1,Timor-Leste,44.42,50.5,47.6314431666667,43,2018-04-30
M1,Timor-Leste,44.187,50.23,46.9464549333333,42.02,2018-05-07
M1,Timor-Leste,42.387,49.68,46.1735595333334,40.56,2018-05-14
M1,Timor-Leste,40.95,49.425,45.0746775,39.7,2018-05-21
M1,Timor-Leste,39.62,47.76,43.88417125,39.75,2018-05-28
M1,Timor-Leste,38.906,47.29,42.8928965833333,40.2,2018-06-04
M1,Timor-Leste,38.63,45.96,42.0883315166667,41.09,2018-06-11
M1,Timor-Leste,35.181,45.18,40.766154,42.89,2018-06-18
M1,Timor-Leste,36.16,44.9,40.735757,45.2,2018-06-25
M1,Timor-Leste,37.715,44.843,41.2538856666667,46.77,2018-07-02
M1,Timor-Leste,38.726,45.6,41.904244,47.15,2018-07-09
M1,Timor-Leste,39.34,45.87,42.337607,47.86,2018-07-16
M1,Timor-Leste,40.95,50.17,45.0810826,49.26,2018-07-23
M1,Timor-Leste,41.74,50.28,46.2700158,51.03,2018-07-30
M1,Timor-Leste,41.74,50.28,46.5631446666667,50.94,2018-08-06
M1,Timor-Leste,41.74,50.17,45.9990454,50.5,2018-08-13
M1,Timor-Leste,42.017,49.89,46.10037515,49.67,2018-08-20
M1,Timor-Leste,44.2,51.64,48.0603401333333,48.04,2018-08-27
M1,Timor-Leste,43.46,51.64,47.8465774,46.39,2018-09-03
M1,Timor-Leste,43.46,51.559,47.5817616,45.17,2018-09-10
M1,Timor-Leste,42.23,50.27,46.0928363333333,44.13,2018-09-17
M1,Timor-Leste,40.786,48.05,44.8416923333334,42.78,2018-09-24
M1,Timor-Leste,40.79,47.18,44.7959456666667,41.87,2018-10-01
M1,Timor-Leste,40.728,47.615,44.8028336666667,41.86,2018-10-08
M1,Timor-Leste,39.61,46.94,43.3784463333334,41.44,2018-10-15
M1,Timor-Leste,36.09,45.8,41.181097,40.3,2018-10-22
M1,Timor-Leste,36.09,45.8,41.2235276666666,40.63,2018-10-29
M1,Timor-Leste,38.534,45.8,42.2954193333333,40.35,2018-11-05
M1,Timor-Leste,37.39,45.8,42.0342353333333,40.05,2018-11-12
M1,Timor-Leste,37.28,45.8,41.3143023333333,40.42,2018-11-19
M1,Timor-Leste,37.28,45.8,41.1079186666667,41.72,2018-11-26
M1,Timor-Leste,38.63,46.16,41.7834551666666,44.04,2018-12-03
M1,Timor-Leste,40.74,46.501,43.9748528,46.4,2018-12-10
M1,Timor-Leste,40.43,47.36,43.9172729666667,48.13,2018-12-17
M1,Timor-Leste,40.74,48.1,44.7697700833333,48.92,2018-12-24
M1,Timor-Leste,44.066,49.42,46.9279746499999,47.93,2018-12-31
M1,Timor-Leste,43.1,49.78,46.72234655,46.38,2019-01-07
M1,Timor-Leste,43.03,51.69,46.7200848,44.13,2019-01-14
M1,Timor-Leste,44.25,53.27,49.6297286,42.78,2019-01-21
M1,Timor-Leste,42.56,53.08,48.8844484666667,41.7,2019-01-28
M1,Timor-Leste,40.538,52.32,47.1043188,40.94,2019-02-04
M1,Timor-Leste,40.199,51.77,46.9501201333333,41.1,2019-02-11
M1,Timor-Leste,40.23,50.27,46.2203672666667,41.23,2019-02-18
M1,Timor-Leste,40.23,49.8,46.0110691333333,42.13,2019-02-25
M1,Timor-Leste,40.12,49.17,45.4236222,42.74,2019-03-04
M1,Timor-Leste,40.01,49.172,45.3177175333333,44.94,2019-03-11
M1,Timor-Leste,42.4,50.324,47.1331894666667,46.67,2019-03-18
M1,Timor-Leste,44.34,50.73,47.5751023,47.25,2019-03-25
M1,Timor-Leste,44.97,50.73,48.1907527333333,48.38,2019-04-01
M1,Timor-Leste,45.93,52.73,48.9844638666667,48.99,2019-04-08
M1,Timor-Leste,44.626,52.32,48.41137395,50.5,2019-04-15
M1,Timor-Leste,44.59,51.91,48.3905282,50.88,2019-04-22
M1,Timor-Leste,43.457,51.451,48.0001502666667,49.92,2019-04-29
M1,Timor-Leste,43.417,51.912,48.2425683999999,49.78,2019-05-06
M1,Timor-Leste,44.2,53.87,48.9792872,48.55,2019-05-13
M1,Timor-Leste,49.78,56.69,52.8005332,46.6,2019-05-20
M1,Timor-Leste,49.86,53.97,51.9241554666667,45.11,2019-05-27
M1,Timor-Leste,49.78,55.35,51.9058138,44.42,2019-06-03
M1,Timor-Leste,49.0504,54.056,51.4631518,44.38,2019-06-10
M1,Timor-Leste,41.4,53.67,47.5885558666667,44.74,2019-06-17
M1,Timor-Leste,40.95,53.29,46.8732088,45.3,2019-06-24
M1,Timor-Leste,39.68,50.299,45.0194456,45.99,2019-07-01
M1,Timor-Leste,39.68,50.282,44.9697969333334,47.21,2019-07-08
M1,Timor-Leste,40.53,48.642,44.5874883333333,49.05,2019-07-15
M1,Timor-Leste,40.511,48.16,44.2562738,50.93,2019-07-22
M1,Timor-Leste,40.79,47.93,44.2670178,53.03,2019-07-29
M1,Timor-Leste,40.79,48.825,44.6125678,54.09,2019-08-05
M1,Timor-Leste,41.9,49.7758,46.0826164000001,53.74,2019-08-12
M1,Timor-Leste,43.52,51.4,47.3417598666667,52.64,2019-08-19
M1,Timor-Leste,44.1,51.4,47.6290026666667,51.83,2019-08-26
M1,Timor-Leste,44.19,51.4,47.8858264666667,49.93,2019-09-02
M1,Timor-Leste,44.1,51.08,47.2456568000001,48.13,2019-09-09
M1,Timor-Leste,42.03,48.22,45.2491193333334,47.14,2019-09-16
M1,Timor-Leste,41.72,51.5,45.2481883333334,44.58,2019-09-23
M1,Timor-Leste,40.21,47.182,43.5654440000001,41.43,2019-09-30
M1,Timor-Leste,38.99,46.39,42.0106876666667,39.15,2019-10-07
M1,Timor-Leste,38.42,46.39,41.9616436666667,37.5,2019-10-14
M1,Timor-Leste,39.2,48.055,43.7968236666667,35.21,2019-10-21
M1,Timor-Leste,34.89,45.54,40.7046403333333,33.96,2019-10-28
M1,Timor-Leste,33.97,44.91,39.0831226666667,32.77,2019-11-04
M1,Timor-Leste,32.43,44.14,37.008219,31.95,2019-11-11
M1,Timor-Leste,31.95,43.14,36.6526833333334,31.83,2019-11-18
M1,Timor-Leste,32.17,42.26,36.8396816666667,32.14,2019-11-25
M1,Timor-Leste,31.64,41.615,36.3566396666666,32.48,2019-12-02
M1,Timor-Leste,32.17,41.86,36.7531123333334,34.2,2019-12-09
M1,Timor-Leste,32.84,42.22,37.360111,36.82,2019-12-16
M1,Timor-Leste,32.84,41.86,37.3035483333334,39.03,2019-12-23
M1,Timor-Leste,33.78,42.71,38.96992,40.98,2019-12-30
M1,Timor-Leste,32.34,44.918,39.4254146666667,41.79,2020-01-06
M1,Timor-Leste,39.12,46.21,43.0226363333334,41.67,2020-01-13
M1,Timor-Leste,37.92,48.95,43.3912763333333,40.74,2020-01-20
M1,Timor-Leste,39.6,49.17,45.0252966,40.02,2020-01-27
M1,Timor-Leste,39.6,49.17,45.2374501333333,40.29,2020-02-03
M1,Timor-Leste,39.6,49.17,45.0032342,41.28,2020-02-10
M1,Timor-Leste,40.12,49.17,45.0375023333333,42.24,2020-02-17
M1,Timor-Leste,40.12,49.17,45.1020958,43.06,2020-02-24
M1,Timor-Leste,40.12,49.172,45.2016248666666,42.28,2020-03-02
M1,Timor-Leste,40.03,49.835,45.8325698666667,43.62,2020-03-09
M1,Timor-Leste,43.73,51.15,48.0086812666667,45.4,2020-03-16
M1,Timor-Leste,45.159,51.19,48.5396332666667,46.47,2020-03-23
M1,Timor-Leste,42.4,51.15,47.4523318999999,47.7,2020-03-30
M1,Timor-Leste,46.11,52.73,49.1088321333333,48.56,2020-04-06
M1,Timor-Leste,46.21,53.498,49.5072506,49.73,2020-04-13
M1,Timor-Leste,46.04,53.433,49.1211979333334,49.19,2020-04-20
M1,Timor-Leste,46.21,53.87,49.4523391333333,48.66,2020-04-27
M1,Timor-Leste,46.21,54,50.1810020666667,49.88,2020-05-04
M1,Timor-Leste,46.32,54.29,50.6703179333334,50.09,2020-05-11
M1,Timor-Leste,49.596,56.19,52.6100008666667,50.22,2020-05-18
M1,Timor-Leste,49.339,55.99,52.6359813333334,50.48,2020-05-25
M1,Timor-Leste,49.772,56.812,52.986972,50.08,2020-06-01
M1,Timor-Leste,49.9392,58.046,53.1588913333333,50.58,2020-06-08
M1,Timor-Leste,46.32,54.29,50.6998996666667,52.16,2020-06-15
M1,Timor-Leste,47.33,56.204,51.5442696,53.7,2020-06-22
M1,Timor-Leste,46.32,54.29,50.3345747333334,54.3,2020-06-29
M1,Timor-Leste,46.8,55.93,51.297112,54.21,2020-07-06
M1,Timor-Leste,47.33,56.47,51.7548388666668,55.57,2020-07-13
M1,Timor-Leste,50.09,61.33,56.7136266666667,56.58,2020-07-20
M1,Timor-Leste,50.09,61.33,56.9247573333333,58.47,2020-07-27
M1,Timor-Leste,49.93,61.33,56.2653600000001,59.59,2020-08-03
M1,Timor-Leste,49.21,61.33,55.0966596666667,59.4,2020-08-10
M1,Timor-Leste,45.5,53.35,50.1310756666667,59.63,2020-08-17
M1,Timor-Leste,46.54,58.35,52.1576206666667,59.43,2020-08-24
M1,Timor-Leste,46.62,58.39,53.319489,57.84,2020-08-31
M1,Timor-Leste,46.62,58.35,53.3050733333333,57.17,2020-09-07
M1,Timor-Leste,48.94,58.35,53.8847390000001,56.7,2020-09-14
M1,Timor-Leste,46.674,56.4,53.1631723333334,54.57,2020-09-21
M1,Timor-Leste,44.708,53.24,49.178627,52.49,2020-09-28
M1,Timor-Leste,44.708,53.35,49.2673823333334,49.89,2020-10-05
M1,Timor-Leste,44.86,53.24,49.0919086666667,48.58,2020-10-12
M1,Timor-Leste,44.1,52.29,47.0218293333334,46.61,2020-10-19
M1,Timor-Leste,42.23,50.12,46.29865,45.74,2020-10-26
M1,Timor-Leste,41.774,48.252,45.02465,45.22,2020-11-02
M1,Timor-Leste,40.75,48.948,44.654269,44.64,2020-11-09
M1,Timor-Leste,34.52,48.94,43.850204,44.43,2020-11-16
M1,Timor-Leste,34.52,48.94,43.6268426666667,44.89,2020-11-23
M1,Timor-Leste,34.52,48.94,44.162885,46.24,2020-11-30
M1,Timor-Leste,34.52,48.94,43.9492936666667,47.55,2020-12-07
M1,Timor-Leste,34.52,50.07,44.63368925,49.24,2020-12-14
M1,Timor-Leste,45.26,53.687,49.0200656666666,50.22,2020-12-21
M1,Timor-Leste,46.089,53.84,49.43582335,49.36,2020-12-28
M1,Timor-Leste,43.1,53.84,48.2995942333333,47.53,2021-01-04
M1,Timor-Leste,44.2,54.06,48.9551310666666,44.32,2021-01-11
M1,Timor-Leste,44.126,54.64,49.4367092000001,42.53,2021-01-18
M1,Timor-Leste,41.63,54.29,48.4229319333334,42.01,2021-01-25
M1,Timor-Leste,39.55,52.73,46.1730596666667,42.28,2021-02-01
M1,Timor-Leste,39.39,51.6,44.8628921333334,42.37,2021-02-08
M1,Timor-Leste,42.4,50.72,47.0480405333333,42.06,2021-02-15
M1,Timor-Leste,42.661,51.15,47.1314072666667,42.47,2021-02-22
M1,Timor-Leste,41.63,50.72,46.8994639833333,41.96,2021-03-01
M1,Timor-Leste,41.85,50.72,46.8908319333333,42.47,2021-03-08
M1,Timor-Leste,43.271,51.15,47.8363233333333,44.26,2021-03-15
M1,Timor-Leste,43.28,51.6,47.8357485333334,45.21,2021-03-22
M1,Timor-Leste,44.191,51.15,47.7783897333333,47.08,2021-03-29
M1,Timor-Leste,44.39,51.59,47.97910195,47.07,2021-04-05
M1,Timor-Leste,43.46,52.73,48.53639415,46.26,2021-04-12
M1,Timor-Leste,41.92,52.73,48.3681281333333,45.07,2021-04-19
M1,Timor-Leste,41.74,53.87,47.9564670666667,43.52,2021-04-26
M1,Timor-Leste,41.85,53.87,47.8323626666667,43.63,2021-05-03
M1,Timor-Leste,41.63,52.73,46.5299448,42.71,2021-05-10
M1,Timor-Leste,38.86,51.163,44.1918760666667,40.63,2021-05-17
