Scen,CRN,q1,q9,preds,actual,time
W2,Cambodia,40.74,46.45,43.8732019333333,47.14,2016-07-25
W2,Cambodia,41.55,47.51,44.5549983333334,47.54,2016-08-01
W2,Cambodia,42.64,48.84,45.4966627000001,47.77,2016-08-08
W2,Cambodia,42.89,50.24,46.0002048666668,48.22,2016-08-15
W2,Cambodia,42.66,50.24,46.2530353333334,48.37,2016-08-22
W2,Cambodia,42.71,50.733,46.6197373333334,49.16,2016-08-29
W2,Cambodia,44.075,51.69,47.3181543333333,50.09,2016-09-05
W2,Cambodia,44.31,51.93,47.676297,50.82,2016-09-12
W2,Cambodia,44.305,52.39,48.165775,52.22,2016-09-19
W2,Cambodia,44.31,52.7,48.265319,54.48,2016-09-26
W2,Cambodia,44.38,53.02,48.9331293333334,57.05,2016-10-03
W2,Cambodia,44.888,52.732,49.1702803333333,58.27,2016-10-10
W2,Cambodia,45.379,54.608,50.6864953333333,57.95,2016-10-17
W2,Cambodia,46.072,56.29,51.8176430000001,57.24,2016-10-24
W2,Cambodia,44.92,56.29,51.6134113333334,55.82,2016-10-31
W2,Cambodia,46.08,56.29,51.328701,54.96,2016-11-07
W2,Cambodia,44.99,55.42,51.0201893333333,55.56,2016-11-14
W2,Cambodia,44.92,52.7,49.7067706666667,55.94,2016-11-21
W2,Cambodia,45.963,54.22,50.232521,58.74,2016-11-28
W2,Cambodia,45.95,60.95,52.053989,61.1,2016-12-05
W2,Cambodia,44.92,63.96,54.3372690000001,62.51,2016-12-12
W2,Cambodia,45.938,66.3,56.866324,63.52,2016-12-19
W2,Cambodia,49.38,68.74,58.3088083333333,64.49,2016-12-26
W2,Cambodia,60.16,70.89,65.8691303333333,65.8,2017-01-02
W2,Cambodia,59.23,70.96,66.121262,67.27,2017-01-09
W2,Cambodia,60.27,74.08,67.168933,66.43,2017-01-16
W2,Cambodia,60.59,74.08,67.5909623333333,64.78,2017-01-23
W2,Cambodia,60.59,74.08,67.521489,62.24,2017-01-30
W2,Cambodia,60.16,69.8,66.0212463333333,59.44,2017-02-06
W2,Cambodia,59.69,69.8,64.8236673333333,57.98,2017-02-13
W2,Cambodia,54.43,67.46,62.2169426666666,58.72,2017-02-20
W2,Cambodia,52.6,67.46,60.815513,62.16,2017-02-27
W2,Cambodia,52.53,66.57,58.9851849333334,61.94,2017-03-06
W2,Cambodia,56.183,68.74,62.2863486666667,63.07,2017-03-13
W2,Cambodia,54.44,68.74,61.129994,62.82,2017-03-20
W2,Cambodia,55.94,69.318,61.9172946666668,61.19,2017-03-27
W2,Cambodia,54.58,68.14,59.8049116666668,58.79,2017-04-03
W2,Cambodia,54.22,66.71,58.8737286666667,56.38,2017-04-10
W2,Cambodia,52.28,65.55,56.723078,54.84,2017-04-17
W2,Cambodia,49.08,55.42,52.321347,52.97,2017-04-24
W2,Cambodia,46.92,53.033,49.7903853333333,52.5,2017-05-01
W2,Cambodia,45.63,52.39,48.8914656666667,51.4,2017-05-08
W2,Cambodia,44.38,52.39,48.229198,48.85,2017-05-15
W2,Cambodia,44.38,52.39,48.0020854666667,48.02,2017-05-22
W2,Cambodia,44.31,48.91,46.5993648,48.4,2017-05-29
W2,Cambodia,43.96,48.91,46.0077765,48.02,2017-06-05
W2,Cambodia,44.019,49.134,46.2130412333333,48.89,2017-06-12
W2,Cambodia,43.663,48.94,46.2306188666667,50.16,2017-06-19
W2,Cambodia,44.03,49.32,46.8776121333334,50.53,2017-06-26
W2,Cambodia,44.38,52.39,48.0830923333333,49.28,2017-07-03
W2,Cambodia,44.38,52.39,47.7643936666666,47.01,2017-07-10
W2,Cambodia,44.282,51.69,46.9883012,45.65,2017-07-17
W2,Cambodia,43.153,48.84,45.8478524,44.53,2017-07-24
W2,Cambodia,42.64,47.47,45.2617599,43.76,2017-07-31
W2,Cambodia,41.849,47.51,45.0217412,43.35,2017-08-07
W2,Cambodia,41.01,46.6,44.0773641,42.89,2017-08-14
W2,Cambodia,40.874,46.45,43.7202658666667,43,2017-08-21
W2,Cambodia,40.43,46.304,43.807809,43.17,2017-08-28
W2,Cambodia,40.5,46.45,44.0031335,43.92,2017-09-04
W2,Cambodia,40.879,46.58,44.2804936666667,45.45,2017-09-11
W2,Cambodia,41.739,47.51,44.8736526333333,46.72,2017-09-18
W2,Cambodia,43.16,48.84,46.041105,47.49,2017-09-25
W2,Cambodia,44.16,50.24,47.224321,48.25,2017-10-02
W2,Cambodia,44.178,50.85,47.4821633333333,49.28,2017-10-09
W2,Cambodia,44.6,51.69,47.675527,48.34,2017-10-16
W2,Cambodia,44.6,50.894,47.8064313333333,49.6,2017-10-23
W2,Cambodia,43.98,51.71,47.4899698,50.2,2017-10-30
W2,Cambodia,44.38,51.29,48.060672,49.72,2017-11-06
W2,Cambodia,46.13,51.934,48.7265078333334,48.2,2017-11-13
W2,Cambodia,45.03,51.29,48.1346866666667,46.99,2017-11-20
W2,Cambodia,44.01,51.77,47.98082,48.62,2017-11-27
W2,Cambodia,43.22,51.77,47.1763333333333,50.61,2017-12-04
W2,Cambodia,44.01,52.7,49.040206,54.04,2017-12-11
W2,Cambodia,45.95,54.133,50.5980213333333,53.255,2017-12-18
W2,Cambodia,47.95,56.34,52.068044,52.47,2017-12-25
W2,Cambodia,50.04,61.16,55.2664353333334,53.91,2018-01-01
W2,Cambodia,50.34,61.16,55.8663063333334,56.99,2018-01-08
W2,Cambodia,50.69,61.16,56.1538780000001,59.83,2018-01-15
W2,Cambodia,53.76,64.07,60.154426,58.24,2018-01-22
W2,Cambodia,55.96,66.71,62.4318863333333,57.27,2018-01-29
W2,Cambodia,55.05,66.57,60.8776126666667,56.73,2018-02-05
W2,Cambodia,54.47,66.57,59.910124,56.12,2018-02-12
W2,Cambodia,54.11,66.3,59.3925346666666,54.6,2018-02-19
W2,Cambodia,52.29,64.07,58.0356933333333,53.87,2018-02-26
W2,Cambodia,49.93,60.73,54.4005774,56.42,2018-03-05
W2,Cambodia,49.966,60.73,55.0577662,54.25,2018-03-12
W2,Cambodia,52.37,63.96,56.9137688666666,52.99,2018-03-19
W2,Cambodia,49.55,59.97,53.9968274,51.85,2018-03-26
W2,Cambodia,46.866,53.91,50.2769386666666,51.39,2018-04-02
W2,Cambodia,45.729,53.775,49.6330396666666,51.82,2018-04-09
W2,Cambodia,46.23,53.196,49.5091528,51.88,2018-04-16
W2,Cambodia,46.533,52.37,49.5162853333333,51.57,2018-04-23
W2,Cambodia,46.019,50.789,48.9404429999999,49.39,2018-04-30
W2,Cambodia,44.905,50.77,48.3280338333334,48.68,2018-05-07
W2,Cambodia,44.307,49.89,47.3456278333334,49.13,2018-05-14
W2,Cambodia,43.7,49.85,46.7438577,49.37,2018-05-21
W2,Cambodia,44.307,49.87,47.0963240333334,50.39,2018-05-28
W2,Cambodia,44.36,50.725,47.3159183333334,50.55,2018-06-04
W2,Cambodia,44.36,51.79,47.265772,49.08,2018-06-11
W2,Cambodia,44.31,51.79,47.7555776666667,49.25,2018-06-18
W2,Cambodia,44.27,50.725,47.5900966666667,51.03,2018-06-25
W2,Cambodia,44.418,52.39,48.1952043333333,52.28,2018-07-02
W2,Cambodia,45.56,52.7,49.1263910000001,51.71,2018-07-09
W2,Cambodia,45.56,53.02,49.3942416666667,50.93,2018-07-16
W2,Cambodia,45.03,53.033,49.3382176666667,50.14,2018-07-23
W2,Cambodia,44.38,52.7,48.2774960000001,48.13,2018-07-30
W2,Cambodia,45.03,52.39,48.388582,45.95,2018-08-06
W2,Cambodia,44.02,50.77,47.2322831666667,44.49,2018-08-13
W2,Cambodia,42.818,48.302,45.5499432666667,43.31,2018-08-20
W2,Cambodia,41.46,46.4525,44.4947054,42.37,2018-08-27
W2,Cambodia,41.2,46.6,44.1178554666667,41.03,2018-09-03
W2,Cambodia,40.71,46.56,43.3722394666667,39.46,2018-09-10
W2,Cambodia,39.3,43.602,41.3856106666667,39.06,2018-09-17
W2,Cambodia,37.38,42.11,39.7299895,38.52,2018-09-24
W2,Cambodia,36.84,41.83,38.9500063333334,37.31,2018-10-01
W2,Cambodia,36.539,40.57,38.3968681666667,37.19,2018-10-08
W2,Cambodia,35.106,39.73,37.5211876666667,37.92,2018-10-15
W2,Cambodia,35.37,39.4205,37.5107461666667,38.4,2018-10-22
W2,Cambodia,36.08,40.27,38.1493698333334,37.48,2018-10-29
W2,Cambodia,33.74,39.91,37.5208703333333,36.87,2018-11-05
W2,Cambodia,33.74,39.63,37.10573,37.56,2018-11-12
W2,Cambodia,31.13,39.63,36.3595316666667,39.58,2018-11-19
W2,Cambodia,33.274,39.748,37.0467215,40.86,2018-11-26
W2,Cambodia,35.55,41.01,38.1866306666666,43.37,2018-12-03
W2,Cambodia,33.97,43.606,39.0889807,45.41,2018-12-10
W2,Cambodia,39.97,45.75,43.0855478,46.69,2018-12-17
W2,Cambodia,41.54,48.64,44.8959817333333,44.59,2018-12-24
W2,Cambodia,42.83,50.85,46.6665252666667,43.13,2018-12-31
W2,Cambodia,40.18,51.976,46.1065043333334,42.52,2019-01-07
W2,Cambodia,39.331,48.34,43.9207434,41.86,2019-01-14
W2,Cambodia,38.82,48.34,43.3572291,39.2,2019-01-21
W2,Cambodia,37.073,46.56,42.0111302666667,37.46,2019-01-28
W2,Cambodia,31.63,42.376,38.4590314666667,35,2019-02-04
W2,Cambodia,30.79,42.46,37.5308422333333,33.07,2019-02-11
W2,Cambodia,28.33,42.47,35.5515705333333,32.1,2019-02-18
W2,Cambodia,28.06,39.85,33.049001,32.02,2019-02-25
W2,Cambodia,25.048,40.403,31.0693626666667,36.62,2019-03-04
W2,Cambodia,23.37,41.24,30.355982,36.28,2019-03-11
W2,Cambodia,29.68,42.47,36.4662028666667,38.64,2019-03-18
W2,Cambodia,30.668,42.47,37.0437295333333,39.79,2019-03-25
W2,Cambodia,33.737,42.47,38.8766082666667,40.73,2019-04-01
W2,Cambodia,36.15,43.32,39.3065692,41.39,2019-04-08
W2,Cambodia,36.15,44.934,40.6826604666667,40.06,2019-04-15
W2,Cambodia,37.074,45.7,41.3248392666667,39.04,2019-04-22
W2,Cambodia,36.15,43.83,39.7346044666667,37.63,2019-04-29
W2,Cambodia,36.15,41.73,38.399522,38.01,2019-05-06
W2,Cambodia,34.99,40.38,38.1307096666667,40.21,2019-05-13
W2,Cambodia,36.65,40.4,38.2881448333333,40.51,2019-05-20
W2,Cambodia,37.76,43.23,39.9412218,40.05,2019-05-27
W2,Cambodia,38.71,43.23,40.9857862,40.97,2019-06-03
W2,Cambodia,38.409,43.18,40.5783543333333,42.15,2019-06-10
W2,Cambodia,38.785,43.44,41.2278479333333,42.53,2019-06-17
W2,Cambodia,39.47,44.78,42.3022792,41.28,2019-06-24
W2,Cambodia,40.02,45.02,42.1232444333333,42.81,2019-07-01
W2,Cambodia,38.4,44.29,40.5672360666667,43.74,2019-07-08
W2,Cambodia,39.47,45.46,42.4415547999999,43.47,2019-07-15
W2,Cambodia,40.493,46.18,43.1726948,44.09,2019-07-22
W2,Cambodia,40.68,45.75,42.9749106666667,43.78,2019-07-29
W2,Cambodia,40.292,46.086,43.2271322,42.91,2019-08-05
W2,Cambodia,40.499,46.45,43.5159601333334,42.66,2019-08-12
W2,Cambodia,40.13,45.75,43.0713091333333,42.05,2019-08-19
W2,Cambodia,40.13,45.72,43.1014595,41.13,2019-08-26
W2,Cambodia,40.074,44.9,42.479454,40.1,2019-09-02
W2,Cambodia,39.58,43.8,41.5393476666667,39.53,2019-09-09
W2,Cambodia,38.06,42.8,40.6757626666666,38.97,2019-09-16
W2,Cambodia,37.89,42.361,40.125552,37.87,2019-09-23
W2,Cambodia,36.65,42.36,39.5115595,37.42,2019-09-30
W2,Cambodia,35.55,40.38,38.1273133333334,37.54,2019-10-07
W2,Cambodia,34.89,39.73,37.6542536666667,37.68,2019-10-14
W2,Cambodia,34.181,39.73,37.6023671666667,37,2019-10-21
W2,Cambodia,34.67,39.73,37.7759663333333,35.29,2019-10-28
W2,Cambodia,31.13,39.425,36.1529846666666,33.05,2019-11-04
W2,Cambodia,30.7,38.58,34.7823366666667,31.49,2019-11-11
W2,Cambodia,29.01,36.308,31.9653278333334,30.63,2019-11-18
W2,Cambodia,27.14,33.88,30.6831923333333,29.29,2019-11-25
W2,Cambodia,25.83,32.37,29.8219766666666,29.2,2019-12-02
W2,Cambodia,22.96,32.33,27.5162166666667,27.93,2019-12-09
W2,Cambodia,22.96,32.23,27.409901,27.39,2019-12-16
W2,Cambodia,21.81,32.23,26.7465326666667,24.74,2019-12-23
W2,Cambodia,21.81,32.33,26.6945793333333,23.6,2019-12-30
W2,Cambodia,18.95,30.15,24.6879696666667,24.36,2020-01-06
W2,Cambodia,18.57,29.54,23.9555066666667,27.19,2020-01-13
W2,Cambodia,19.07,29.92,24.0433926666667,27.29,2020-01-20
W2,Cambodia,21.46,32.24,27.3512853333333,26.84,2020-01-27
W2,Cambodia,20.69,33.06,27.61031,26.52,2020-02-03
W2,Cambodia,20.69,32.33,26.7122983333333,26.56,2020-02-10
W2,Cambodia,19.467,32.23,26.2511156666667,26.21,2020-02-17
W2,Cambodia,19.08,32.33,25.9761347333333,26.53,2020-02-24
W2,Cambodia,20.399,32.33,26.2053170666667,30.87,2020-03-02
W2,Cambodia,21.81,32.33,26.8011654,28.61,2020-03-09
W2,Cambodia,27.009,33.198,30.1411959333333,29.36,2020-03-16
W2,Cambodia,23.113,32.33,28.6072482666667,31.2,2020-03-23
W2,Cambodia,23.22,32.33,29.4394439333333,32.09,2020-03-30
W2,Cambodia,29.57,33.88,30.8368460666667,33.18,2020-04-06
W2,Cambodia,29.32,37.54,32.301561,33.94,2020-04-13
W2,Cambodia,30.019,39.1145,34.8150563333333,32.63,2020-04-20
W2,Cambodia,30.03,41.84,35.5530700666667,29.89,2020-04-27
W2,Cambodia,30.03,38.888,33.7511137333333,29.74,2020-05-04
W2,Cambodia,25.83,32.167,30.2091303333334,31.56,2020-05-11
W2,Cambodia,25.83,33.17,30.391681,32.71,2020-05-18
W2,Cambodia,30.25,36.8,33.179319,33.57,2020-05-25
W2,Cambodia,32.32,37.97,35.2753793333334,34.93,2020-06-01
W2,Cambodia,32.599,39.05,36.434798,36.16,2020-06-08
W2,Cambodia,34.06,39.73,37.0762188333334,37.02,2020-06-15
W2,Cambodia,34.62,40.27,37.8017225,37.03,2020-06-22
W2,Cambodia,35.979,40.33,38.2105231666666,37.35,2020-06-29
W2,Cambodia,35.222,39.921,37.69565,38.11,2020-07-06
W2,Cambodia,35.48,40.25,37.890118,39.86,2020-07-13
W2,Cambodia,36.8,40.58,38.8802885,42.01,2020-07-20
W2,Cambodia,37.76,42.91,40.1830176666667,43.5,2020-07-27
W2,Cambodia,40.02,45.249,42.5798910666667,44.16,2020-08-03
W2,Cambodia,41.32,46.58,43.9793979333334,44.74,2020-08-10
W2,Cambodia,41.46,47.51,44.7787006666667,45.89,2020-08-17
W2,Cambodia,41.73,47.51,44.7654305000001,47.41,2020-08-24
W2,Cambodia,41.446,48.348,44.9443568666667,48.26,2020-08-31
W2,Cambodia,44.99,50.85,47.8284256666667,50,2020-09-07
W2,Cambodia,45.43,51.69,48.3417755,53.01,2020-09-14
W2,Cambodia,44.834,52.39,49.3201296666667,55.05,2020-09-21
W2,Cambodia,45.74,52.745,49.7133370000001,55.63,2020-09-28
W2,Cambodia,47.43,53.15,50.1672176666666,56.04,2020-10-05
W2,Cambodia,47.43,54.242,50.9392056666666,55.46,2020-10-12
W2,Cambodia,47.43,54.44,51.1377523333333,52.52,2020-10-19
W2,Cambodia,47.95,53.61,50.8769046666667,49.66,2020-10-26
W2,Cambodia,46.76,52.19,49.7234283333334,46.6,2020-11-02
W2,Cambodia,44.578,51.956,48.3872060000001,43.84,2020-11-09
W2,Cambodia,43.22,49.925,46.2745915333333,43.88,2020-11-16
W2,Cambodia,40.734,46.475,43.2438813,44.09,2020-11-23
W2,Cambodia,39.55,46.15,42.9138589666666,45.9,2020-11-30
W2,Cambodia,39.55,46.551,42.6451605,47.89,2020-12-07
W2,Cambodia,42.83,50.37,46.2534697666666,49.54,2020-12-14
W2,Cambodia,43.67,52.7,48.1683213333333,47.12,2020-12-21
W2,Cambodia,44.02,52.78,49.9179076666667,44.53,2020-12-28
W2,Cambodia,41.498,53.76,49.1173350666667,44.41,2021-01-04
W2,Cambodia,37.94,51.7,44.7487678,45.62,2021-01-11
W2,Cambodia,37.811,51.7,44.8250622333334,43.77,2021-01-18
W2,Cambodia,39.55,52.78,47.4613090666667,43.88,2021-01-25
W2,Cambodia,35.83,49.446,43.5308588666667,41.98,2021-02-01
W2,Cambodia,36.15,50.6,43.9828276333334,39.79,2021-02-08
W2,Cambodia,34.95,46.3,41.1251834666667,39.87,2021-02-15
W2,Cambodia,31.63,42.48,37.5799006,40.51,2021-02-22
W2,Cambodia,31.63,43.32,38.5752438,44.94,2021-03-01
W2,Cambodia,31.285,45.06,39.1559680666667,44.44,2021-03-08
W2,Cambodia,32.26,50.6,44.0665853333334,46.04,2021-03-15
W2,Cambodia,34.99,48.958,43.5778735666667,48.05,2021-03-22
W2,Cambodia,32.26,51.7,44.9899184666666,50.28,2021-03-29
W2,Cambodia,41.463,51.021,46.7495113333334,51.2,2021-04-05
W2,Cambodia,42.975,51.29,47.3040584,50.1,2021-04-12
W2,Cambodia,43.39,51.59,47.926184,49.6,2021-04-19
W2,Cambodia,42.286,50.55,47.3346754,46.93,2021-04-26
W2,Cambodia,43.149,50.06,46.6191666666667,43.54,2021-05-03
W2,Cambodia,41.74,48.32,44.6910984666667,42.14,2021-05-10
W2,Cambodia,39.47,46.45,42.9085755666666,40.95,2021-05-17
W2,Cambodia,39.47,45.099,42.3142020666667,38.88,2021-05-24
W2,Cambodia,38.551,43.37,40.7277922666667,37.78,2021-05-31
W2,Cambodia,36.089,41.48,38.3672815333334,37.43,2021-06-07
W2,Cambodia,35.49,40.66,38.5461098333333,37.08,2021-06-14
W2,Cambodia,34.6,40.38,38.0069451666667,37.01,2021-06-21
W2,Cambodia,32.807,40.38,37.4126141666667,38.41,2021-06-28
W2,Cambodia,34.944,40.38,38.1435195,39.58,2021-07-05
W2,Cambodia,35.66,41.862,38.9576906666667,40.08,2021-07-12
W2,Indonesia,55.898,58.59,57.5386446666667,59.48,2016-07-25
W2,Indonesia,56.87,59.84,57.8597606666667,60.37,2016-08-01
W2,Indonesia,56.1,60.26,58.203303,61.24,2016-08-08
W2,Indonesia,56.87,60.31,58.5746806666666,62.11,2016-08-15
W2,Indonesia,56.87,60.43,58.5980683333334,63.2,2016-08-22
W2,Indonesia,56.87,60.31,58.5372186666667,63.61,2016-08-29
W2,Indonesia,53.44,60.31,56.5119356666667,63.43,2016-09-05
W2,Indonesia,53.44,60.28,56.29065,63.5,2016-09-12
W2,Indonesia,54.36,60.28,56.6026893333333,63.23,2016-09-19
W2,Indonesia,53.44,60.28,56.4170303333333,62.6,2016-09-26
W2,Indonesia,54.08,59.82,56.520911,60.8,2016-10-03
W2,Indonesia,54.08,59.82,56.3106773333334,59.41,2016-10-10
W2,Indonesia,53.25,59.82,56.18623,57.87,2016-10-17
W2,Indonesia,54.016,58.59,56.0696333333334,56.65,2016-10-24
W2,Indonesia,54.08,58.59,56.1058223333334,55.31,2016-10-31
W2,Indonesia,54.08,59.82,56.712852,53.99,2016-11-07
W2,Indonesia,51.1,58.25,55.100982,52.45,2016-11-14
W2,Indonesia,50.79,57.048,53.1727363333333,51.34,2016-11-21
W2,Indonesia,49.24,54.17,51.3273802222222,52.58,2016-11-28
W2,Indonesia,48.9,51.51,50.2683282222222,51.93,2016-12-05
W2,Indonesia,49.57,55.06,51.903843,51.32,2016-12-12
W2,Indonesia,48.01,52.393,50.3431176666666,51.96,2016-12-19
W2,Indonesia,48.01,51.465,49.9854113333333,51.99,2016-12-26
W2,Indonesia,49.84,53.26,51.3024988888889,51.61,2017-01-02
W2,Indonesia,49.84,54.172,51.6387678888889,50.64,2017-01-09
W2,Indonesia,49.729,54.19,51.8540548888889,49.85,2017-01-16
W2,Indonesia,49.11,53.338,51.1557118888888,49.29,2017-01-23
W2,Indonesia,47.71,51.927,50.0574983333333,49.08,2017-01-30
W2,Indonesia,47.675,51.99,50.2287519722222,48.49,2017-02-06
W2,Indonesia,47.41,51.52,49.5337286944445,48.11,2017-02-13
W2,Indonesia,46.46,50.4,48.3723390555555,48.67,2017-02-20
W2,Indonesia,46.46,49.932,48.3594531388889,49.49,2017-02-27
W2,Indonesia,46.2,50.4,48.3329837222222,48.86,2017-03-06
W2,Indonesia,48.579,51.55,50.3408252222222,49.09,2017-03-13
W2,Indonesia,46.46,50.652,48.7027892777778,49.68,2017-03-20
W2,Indonesia,46.46,51.181,49.0131098888889,50.33,2017-03-27
W2,Indonesia,47.523,51.74,49.7420882222222,50.01,2017-04-03
W2,Indonesia,49.2,52.78,50.9426433333333,49.15,2017-04-10
W2,Indonesia,47.97475,52.26,50.382234888889,49,2017-04-17
W2,Indonesia,47.05,51.192,49.1759403333334,48.96,2017-04-24
W2,Indonesia,46.979,51.52,49.1358174166667,48.69,2017-05-01
W2,Indonesia,47.07,51.52,49.2168322777778,48.3,2017-05-08
W2,Indonesia,47.22,51.09,49.3810909166667,49.39,2017-05-15
W2,Indonesia,47.172,51.04,49.3689071944445,50.7,2017-05-22
W2,Indonesia,47.95,51.99,50.7407088333334,51.18,2017-05-29
W2,Indonesia,49.73,53.32,51.5565793333333,52.31,2017-06-05
W2,Indonesia,49.9,53.5,51.8235424444444,53.33,2017-06-12
W2,Indonesia,50.41,55.39,53.2407036666667,53.71,2017-06-19
W2,Indonesia,51.1,56.2,54.794746,53.38,2017-06-26
W2,Indonesia,52.15,56.28,55.1308003333334,53.03,2017-07-03
W2,Indonesia,51.1,56.28,54.8357716666667,53.35,2017-07-10
W2,Indonesia,50.41,55.4,53.291329,54.52,2017-07-17
W2,Indonesia,50.826,56.1,54.5267998888889,55.86,2017-07-24
W2,Indonesia,52.51,57.21,55.2474013333333,56.98,2017-07-31
W2,Indonesia,54.621,59.84,57.044188,57.73,2017-08-07
W2,Indonesia,55.92,59.84,57.8403573333333,57.84,2017-08-14
W2,Indonesia,55.525,58.652,57.5084976666667,57.53,2017-08-21
W2,Indonesia,54.45,59.21,57.1978086666667,57.2,2017-08-28
W2,Indonesia,54.36,57.21,55.8246923333333,57.52,2017-09-04
W2,Indonesia,53.25,57.03,55.2890553333333,57.76,2017-09-11
W2,Indonesia,53.421,57.266,55.2481066666667,57.19,2017-09-18
W2,Indonesia,53.25,57.998,55.5404863333333,56.36,2017-09-25
W2,Indonesia,53.25,57.266,55.4821666666667,55.28,2017-10-02
W2,Indonesia,53.25,57.03,55.3588523333334,54.77,2017-10-09
W2,Indonesia,52.2,55.39,54.0511920000001,53.32,2017-10-16
W2,Indonesia,52.15,55.39,53.7345846666667,52.77,2017-10-23
W2,Indonesia,50.933,55.41,53.3378714444445,52,2017-10-30
W2,Indonesia,50.23,55.25,52.1278165555556,51.27,2017-11-06
W2,Indonesia,48.69,51.71,50.4457291111111,49.96,2017-11-13
W2,Indonesia,47.6,53.26,49.8483252222222,48.62,2017-11-20
W2,Indonesia,47.53,50.516,48.8330899166667,49.2,2017-11-27
W2,Indonesia,46.39,49.69,47.8533458888889,49.07,2017-12-04
W2,Indonesia,46.64,50.4,48.0721216944444,49.66,2017-12-11
W2,Indonesia,46.74,51.08,48.3746427777778,49.49,2017-12-18
W2,Indonesia,46.856,50.99,48.4294828888889,49.32,2017-12-25
W2,Indonesia,47.23,51.62,49.3721930833334,49.57,2018-01-01
W2,Indonesia,47.23,51.62,49.6056045277778,49.43,2018-01-08
W2,Indonesia,47.53,51.62,49.8457608611111,48.25,2018-01-15
W2,Indonesia,47.23,51.62,49.2680633333333,46.94,2018-01-22
W2,Indonesia,45.909,49.69,47.5649676388889,45.82,2018-01-29
W2,Indonesia,45.455,49.05,47.0192393611112,45.3,2018-02-05
W2,Indonesia,44.409,47.552,46.174659,45.1,2018-02-12
W2,Indonesia,43.61,47.09,45.4032993333333,45.37,2018-02-19
W2,Indonesia,43.36,46.851,45.5736133333333,46.09,2018-02-26
W2,Indonesia,43.06,46.952,45.1917671111111,46.42,2018-03-05
W2,Indonesia,43.84,47.42,45.9864353333334,45.15,2018-03-12
W2,Indonesia,43.78,47.54,45.828797,44.88,2018-03-19
W2,Indonesia,42.67,46.95,45.1703726666667,45.55,2018-03-26
W2,Indonesia,43.91,46.95,45.420999,46.07,2018-04-02
W2,Indonesia,44.4,47.66,45.9058544444445,45.8,2018-04-09
W2,Indonesia,44.22,48.221,46.276826,44.98,2018-04-16
W2,Indonesia,44.38,48.13,46.4984367777778,44.34,2018-04-23
W2,Indonesia,43.97,47.02,45.4831236666667,44.2,2018-04-30
W2,Indonesia,43.06,47.11,44.9176773333334,44.01,2018-05-07
W2,Indonesia,43.06,47.09,45.043592,43.64,2018-05-14
W2,Indonesia,42.12,46.35,44.6568676666666,44.08,2018-05-21
W2,Indonesia,42.114,46.35,44.2778006666667,44.92,2018-05-28
W2,Indonesia,40.76,45.98,43.7117323333334,45.61,2018-06-04
W2,Indonesia,43.14,47.7,45.578287,46.03,2018-06-11
W2,Indonesia,43.719,48.55,46.1545475555555,46.65,2018-06-18
W2,Indonesia,44.26,48.227,46.1423388888889,46.52,2018-06-25
W2,Indonesia,45.37,50.19,47.5211796666667,45.54,2018-07-02
W2,Indonesia,44.29,48.55,46.0146650277778,45.16,2018-07-09
W2,Indonesia,43.72,48.55,46.2622206666666,45.23,2018-07-16
W2,Indonesia,43.06,48.38,45.6914813333334,45.76,2018-07-23
W2,Indonesia,42.67,48.07,45.236026,47.14,2018-07-30
W2,Indonesia,44.812,47.714,46.2172518888889,48.59,2018-08-06
W2,Indonesia,44.29,49.68,46.7132206666667,49.19,2018-08-13
W2,Indonesia,44.99,50.56,47.99641675,50.03,2018-08-20
W2,Indonesia,45.86,50.99,48.9358777777778,50.7,2018-08-27
W2,Indonesia,48.83,51.53,49.9200838888889,50.11,2018-09-03
W2,Indonesia,49.15,52.23,50.8041645555556,49.95,2018-09-10
W2,Indonesia,46.5,51.466,49.5603962222223,50.5,2018-09-17
W2,Indonesia,48.57,51.52,49.8196350000001,50.01,2018-09-24
W2,Indonesia,46.5,51.54,49.5816732222222,48.91,2018-10-01
W2,Indonesia,46.5,51.301,49.4686628611112,48.25,2018-10-08
W2,Indonesia,46.75,50.7,48.9786693333334,48.13,2018-10-15
W2,Indonesia,45.86,50.56,48.3116079722223,47.75,2018-10-22
W2,Indonesia,45.86,50.56,48.2151513333334,47.34,2018-10-29
W2,Indonesia,46.122,49.54,48.14261275,46.68,2018-11-05
W2,Indonesia,45.598,49.6,47.827916,46.42,2018-11-12
W2,Indonesia,45.41,49.208,47.31293075,45.81,2018-11-19
W2,Indonesia,44.31,47.54,45.7603543333334,45.1,2018-11-26
W2,Indonesia,43.84,47.072,45.3361536666667,45.71,2018-12-03
W2,Indonesia,43.06,47.025,44.8485500000001,45.44,2018-12-10
W2,Indonesia,43.84,47.07,45.1182263333334,45.26,2018-12-17
W2,Indonesia,43.709,47.07,45.0333234444445,45.76,2018-12-24
W2,Indonesia,42.95,46.579,44.7481513333334,45.65,2018-12-31
W2,Indonesia,44,47.45,45.6450996666667,45.75,2019-01-07
W2,Indonesia,43.84,47.42,45.250361,45.7,2019-01-14
W2,Indonesia,43.249,47.07,45.0159406666666,45.6,2019-01-21
W2,Indonesia,43.27,47.11,45.1679463333333,45.07,2019-01-28
W2,Indonesia,43.06,47.44,45.5463326666667,44.8,2019-02-04
W2,Indonesia,42.67,46.73,44.8308574444444,44.54,2019-02-11
W2,Indonesia,42.67,46.712,44.8666566666667,44.31,2019-02-18
W2,Indonesia,42.95,46.606,44.9163483333333,44.46,2019-02-25
