Scen,CRN,q1,q9,preds,actual,width,interval_pred_ratio,mean_interval_width_percentage,stdev,interval_score,sharpness,underprediction,overprediction
W2,Cambodia,44.38,52.39,47.7643936666666,47.01,8.01,0.167698140499791,19.2192764604003,0.0906201303572703,0.801,0.801,0,0
W2,Cambodia,44.282,51.69,46.9883012,45.65,7.40799999999999,0.157656263597799,19.2192764604003,0.0906201303572703,0.740799999999999,0.740799999999999,0,0
W2,Cambodia,43.153,48.84,45.8478524,44.53,5.68700000000001,0.124040706430123,19.2192764604003,0.0906201303572703,0.568700000000001,0.568700000000001,0,0
W2,Cambodia,42.64,47.47,45.2617599,43.76,4.83,0.106712598243446,19.2192764604003,0.0906201303572703,0.483,0.483,0,0
W2,Cambodia,41.849,47.51,45.0217412,43.35,5.66099999999999,0.125739250617877,19.2192764604003,0.0906201303572703,0.5661,0.5661,0,0
W2,Cambodia,41.01,46.6,44.0773641,42.89,5.59,0.126822465774445,19.2192764604003,0.0906201303572703,0.559,0.559,0,0
W2,Cambodia,40.874,46.45,43.7202658666667,43,5.576,0.127538108231205,19.2192764604003,0.0906201303572703,0.5576,0.5576,0,0
W2,Cambodia,40.43,46.304,43.807809,43.17,5.874,0.134085683216889,19.2192764604003,0.0906201303572703,0.5874,0.5874,0,0
W2,Cambodia,40.5,46.45,44.0031335,43.92,5.95,0.135217643079896,19.2192764604003,0.0906201303572703,0.595,0.595,0,0
W2,Cambodia,40.879,46.58,44.2804936666667,45.45,5.70099999999999,0.128747435449022,19.2192764604003,0.0906201303572703,0.570099999999999,0.570099999999999,0,0
W2,Cambodia,41.739,47.51,44.8736526333333,46.72,5.771,0.128605532675385,19.2192764604003,0.0906201303572703,0.5771,0.5771,0,0
W2,Cambodia,43.16,48.84,46.041105,47.49,5.68000000000001,0.123368020815313,19.2192764604003,0.0906201303572703,0.568000000000001,0.568000000000001,0,0
W2,Cambodia,44.16,50.24,47.224321,48.25,6.08000000000001,0.128747219044187,19.2192764604003,0.0906201303572703,0.608000000000001,0.608000000000001,0,0
W2,Cambodia,44.178,50.85,47.4821633333333,49.28,6.672,0.140515922856365,19.2192764604003,0.0906201303572703,0.6672,0.6672,0,0
W2,Cambodia,44.6,51.69,47.675527,48.34,7.09,0.148713615687982,19.2192764604003,0.0906201303572703,0.709,0.709,0,0
W2,Cambodia,44.6,50.894,47.8064313333333,49.6,6.294,0.13165592629399,19.2192764604003,0.0906201303572703,0.6294,0.6294,0,0
W2,Cambodia,43.98,51.71,47.4899698,50.2,7.73,0.162771213217322,19.2192764604003,0.0906201303572703,0.773000000000001,0.773000000000001,0,0
W2,Cambodia,44.38,51.29,48.060672,49.72,6.91,0.143776599711298,19.2192764604003,0.0906201303572703,0.691,0.691,0,0
W2,Cambodia,46.13,51.934,48.7265078333334,48.2,5.804,0.119113810081615,19.2192764604003,0.0906201303572703,0.5804,0.5804,0,0
W2,Cambodia,45.03,51.29,48.1346866666667,46.99,6.26,0.130051745082514,19.2192764604003,0.0906201303572703,0.626,0.626,0,0
W2,Cambodia,44.01,51.77,47.98082,48.62,7.76000000000001,0.161731291795347,19.2192764604003,0.0906201303572703,0.776000000000001,0.776000000000001,0,0
W2,Cambodia,43.22,51.77,47.1763333333333,50.61,8.55,0.18123494124879,19.2192764604003,0.0906201303572703,0.855,0.855,0,0
W2,Cambodia,44.01,52.7,49.040206,54.04,8.69000000000001,0.177201539487824,19.2192764604003,0.0906201303572703,2.209,0.869000000000001,1.34,0
W2,Cambodia,45.95,54.133,50.5980213333333,53.255,8.183,0.161725691724019,19.2192764604003,0.0906201303572703,0.8183,0.8183,0,0
W2,Cambodia,47.95,56.34,52.068044,52.47,8.39,0.161135302105837,19.2192764604003,0.0906201303572703,0.839,0.839,0,0
W2,Cambodia,50.04,61.16,55.2664353333334,53.91,11.12,0.201207114823508,19.2192764604003,0.0906201303572703,1.112,1.112,0,0
W2,Cambodia,50.34,61.16,55.8663063333334,56.99,10.82,0.193676666852487,19.2192764604003,0.0906201303572703,1.082,1.082,0,0
W2,Cambodia,50.69,61.16,56.1538780000001,59.83,10.47,0.186451949053278,19.2192764604003,0.0906201303572703,1.047,1.047,0,0
W2,Cambodia,53.76,64.07,60.154426,58.24,10.31,0.171392209776883,19.2192764604003,0.0906201303572703,1.031,1.031,0,0
W2,Cambodia,55.96,66.71,62.4318863333333,57.27,10.75,0.172187653318756,19.2192764604003,0.0906201303572703,1.075,1.075,0,0
W2,Cambodia,55.05,66.57,60.8776126666667,56.73,11.52,0.18923212483836,19.2192764604003,0.0906201303572703,1.152,1.152,0,0
W2,Cambodia,54.47,66.57,59.910124,56.12,12.1,0.201969203068249,19.2192764604003,0.0906201303572703,1.21,1.21,0,0
W2,Cambodia,54.11,66.3,59.3925346666666,54.6,12.19,0.205244650163777,19.2192764604003,0.0906201303572703,1.219,1.219,0,0
W2,Cambodia,52.29,64.07,58.0356933333333,53.87,11.78,0.202978534818917,19.2192764604003,0.0906201303572703,1.178,1.178,0,0
W2,Cambodia,49.93,60.73,54.4005774,56.42,10.8,0.198527304601734,19.2192764604003,0.0906201303572703,1.08,1.08,0,0
W2,Cambodia,49.966,60.73,55.0577662,54.25,10.764,0.195503754382247,19.2192764604003,0.0906201303572703,1.0764,1.0764,0,0
W2,Cambodia,52.37,63.96,56.9137688666666,52.99,11.59,0.203641407532722,19.2192764604003,0.0906201303572703,1.159,1.159,0,0
W2,Cambodia,49.55,59.97,53.9968274,51.85,10.42,0.192974300560481,19.2192764604003,0.0906201303572703,1.042,1.042,0,0
W2,Cambodia,46.866,53.91,50.2769386666666,51.39,7.04399999999999,0.140103995724587,19.2192764604003,0.0906201303572703,0.704399999999999,0.704399999999999,0,0
W2,Cambodia,45.729,53.775,49.6330396666666,51.82,8.04600000000001,0.162109757009375,19.2192764604003,0.0906201303572703,0.804600000000001,0.804600000000001,0,0
W2,Cambodia,46.23,53.196,49.5091528,51.88,6.96600000000001,0.140701256354361,19.2192764604003,0.0906201303572703,0.696600000000001,0.696600000000001,0,0
W2,Cambodia,46.533,52.37,49.5162853333333,51.57,5.837,0.117880409661317,19.2192764604003,0.0906201303572703,0.5837,0.5837,0,0
W2,Cambodia,46.019,50.789,48.9404429999999,49.39,4.77000000000001,0.0974654030001326,19.2192764604003,0.0906201303572703,0.477000000000001,0.477000000000001,0,0
W2,Cambodia,44.905,50.77,48.3280338333334,48.68,5.865,0.121358133877872,19.2192764604003,0.0906201303572703,0.5865,0.5865,0,0
W2,Cambodia,44.307,49.89,47.3456278333334,49.13,5.583,0.117920075316212,19.2192764604003,0.0906201303572703,0.5583,0.5583,0,0
W2,Cambodia,43.7,49.85,46.7438577,49.37,6.15,0.131568088356558,19.2192764604003,0.0906201303572703,0.615,0.615,0,0
W2,Cambodia,44.307,49.87,47.0963240333334,50.39,5.563,0.118119622161226,19.2192764604003,0.0906201303572703,1.0763,0.5563,0.520000000000003,0
W2,Cambodia,44.36,50.725,47.3159183333334,50.55,6.365,0.134521324412633,19.2192764604003,0.0906201303572703,0.6365,0.6365,0,0
W2,Cambodia,44.36,51.79,47.265772,49.08,7.43,0.157196205321686,19.2192764604003,0.0906201303572703,0.743,0.743,0,0
W2,Cambodia,44.31,51.79,47.7555776666667,49.25,7.48,0.156630918637615,19.2192764604003,0.0906201303572703,0.748,0.748,0,0
W2,Cambodia,44.27,50.725,47.5900966666667,51.03,6.455,0.135637463508689,19.2192764604003,0.0906201303572703,0.9505,0.6455,0.305,0
W2,Cambodia,44.418,52.39,48.1952043333333,52.28,7.97199999999999,0.165410648430145,19.2192764604003,0.0906201303572703,0.797199999999999,0.797199999999999,0,0
W2,Cambodia,45.56,52.7,49.1263910000001,51.71,7.14,0.145339396089568,19.2192764604003,0.0906201303572703,0.714,0.714,0,0
W2,Cambodia,45.56,53.02,49.3942416666667,50.93,7.46,0.151029750600146,19.2192764604003,0.0906201303572703,0.746,0.746,0,0
W2,Cambodia,45.03,53.033,49.3382176666667,50.14,8.003,0.162206913392554,19.2192764604003,0.0906201303572703,0.8003,0.8003,0,0
W2,Cambodia,44.38,52.7,48.2774960000001,48.13,8.32,0.172337024273173,19.2192764604003,0.0906201303572703,0.832,0.832,0,0
W2,Cambodia,45.03,52.39,48.388582,45.95,7.36,0.15210199794654,19.2192764604003,0.0906201303572703,0.736,0.736,0,0
W2,Cambodia,44.02,50.77,47.2322831666667,44.49,6.75,0.142910728583277,19.2192764604003,0.0906201303572703,0.675,0.675,0,0
W2,Cambodia,42.818,48.302,45.5499432666667,43.31,5.484,0.120395320097208,19.2192764604003,0.0906201303572703,0.5484,0.5484,0,0
W2,Cambodia,41.46,46.4525,44.4947054,42.37,4.9925,0.112204361285646,19.2192764604003,0.0906201303572703,0.49925,0.49925,0,0
W2,Cambodia,41.2,46.6,44.1178554666667,41.03,5.4,0.122399421796011,19.2192764604003,0.0906201303572703,0.710000000000002,0.54,0,0.170000000000002
W2,Cambodia,40.71,46.56,43.3722394666667,39.46,5.85,0.134878901157409,19.2192764604003,0.0906201303572703,1.835,0.585,0,1.25
W2,Cambodia,39.3,43.602,41.3856106666667,39.06,4.30200000000001,0.103949172929928,19.2192764604003,0.0906201303572703,0.670199999999996,0.430200000000001,0,0.239999999999995
W2,Cambodia,37.38,42.11,39.7299895,38.52,4.73,0.119053643344154,19.2192764604003,0.0906201303572703,0.473,0.473,0,0
W2,Cambodia,36.84,41.83,38.9500063333334,37.31,4.99,0.128112944508806,19.2192764604003,0.0906201303572703,0.499,0.499,0,0
W2,Cambodia,36.539,40.57,38.3968681666667,37.19,4.031,0.104982520514509,19.2192764604003,0.0906201303572703,0.4031,0.4031,0,0
W2,Cambodia,35.106,39.73,37.5211876666667,37.92,4.62399999999999,0.123237037192932,19.2192764604003,0.0906201303572703,0.462399999999999,0.462399999999999,0,0
W2,Cambodia,35.37,39.4205,37.5107461666667,38.4,4.05050000000001,0.1079823894199,19.2192764604003,0.0906201303572703,0.405050000000001,0.405050000000001,0,0
W2,Cambodia,36.08,40.27,38.1493698333334,37.48,4.19000000000001,0.109831434131291,19.2192764604003,0.0906201303572703,0.419000000000001,0.419000000000001,0,0
W2,Cambodia,33.74,39.91,37.5208703333333,36.87,6.17,0.164441814520454,19.2192764604003,0.0906201303572703,0.617,0.617,0,0
W2,Cambodia,33.74,39.63,37.10573,37.56,5.89,0.158735591511068,19.2192764604003,0.0906201303572703,0.589,0.589,0,0
W2,Cambodia,31.13,39.63,36.3595316666667,39.58,8.5,0.233776388483919,19.2192764604003,0.0906201303572703,0.85,0.85,0,0
W2,Cambodia,33.274,39.748,37.0467215,40.86,6.474,0.174752305679735,19.2192764604003,0.0906201303572703,1.7594,0.6474,1.11199999999999,0
W2,Cambodia,35.55,41.01,38.1866306666666,43.37,5.46,0.142981978369882,19.2192764604003,0.0906201303572703,2.906,0.546,2.36,0
W2,Cambodia,33.97,43.606,39.0889807,45.41,9.636,0.246514486370324,19.2192764604003,0.0906201303572703,2.7676,0.9636,1.804,0
W2,Cambodia,39.97,45.75,43.0855478,46.69,5.78,0.134151712003996,19.2192764604003,0.0906201303572703,1.518,0.578,0.939999999999998,0
W2,Cambodia,41.54,48.64,44.8959817333333,44.59,7.1,0.158143328776539,19.2192764604003,0.0906201303572703,0.71,0.71,0,0
W2,Cambodia,42.83,50.85,46.6665252666667,43.13,8.02,0.171857663585864,19.2192764604003,0.0906201303572703,0.802,0.802,0,0
W2,Cambodia,40.18,51.976,46.1065043333334,42.52,11.796,0.255842427669623,19.2192764604003,0.0906201303572703,1.1796,1.1796,0,0
W2,Cambodia,39.331,48.34,43.9207434,41.86,9.00900000000001,0.205119478920295,19.2192764604003,0.0906201303572703,0.900900000000001,0.900900000000001,0,0
W2,Cambodia,38.82,48.34,43.3572291,39.2,9.52,0.219571227165898,19.2192764604003,0.0906201303572703,0.952,0.952,0,0
W2,Cambodia,37.073,46.56,42.0111302666667,37.46,9.487,0.225821108353454,19.2192764604003,0.0906201303572703,0.9487,0.9487,0,0
W2,Cambodia,31.63,42.376,38.4590314666667,35,10.746,0.279414212739959,19.2192764604003,0.0906201303572703,1.0746,1.0746,0,0
W2,Cambodia,30.79,42.46,37.5308422333333,33.07,11.67,0.31094426092136,19.2192764604003,0.0906201303572703,1.167,1.167,0,0
W2,Cambodia,28.33,42.47,35.5515705333333,32.1,14.14,0.397732077314061,19.2192764604003,0.0906201303572703,1.414,1.414,0,0
W2,Cambodia,28.06,39.85,33.049001,32.02,11.79,0.356743007148688,19.2192764604003,0.0906201303572703,1.179,1.179,0,0
W2,Cambodia,25.048,40.403,31.0693626666667,36.62,15.355,0.49421676796975,19.2192764604003,0.0906201303572703,1.5355,1.5355,0,0
W2,Cambodia,23.37,41.24,30.355982,36.28,17.87,0.588681334703651,19.2192764604003,0.0906201303572703,1.787,1.787,0,0
W2,Cambodia,29.68,42.47,36.4662028666667,38.64,12.79,0.35073572224574,19.2192764604003,0.0906201303572703,1.279,1.279,0,0
W2,Cambodia,30.668,42.47,37.0437295333333,39.79,11.802,0.318596430453368,19.2192764604003,0.0906201303572703,1.1802,1.1802,0,0
W2,Cambodia,33.737,42.47,38.8766082666667,40.73,8.733,0.224633793670931,19.2192764604003,0.0906201303572703,0.8733,0.8733,0,0
W2,Cambodia,36.15,43.32,39.3065692,41.39,7.17,0.182412256931343,19.2192764604003,0.0906201303572703,0.717,0.717,0,0
W2,Cambodia,36.15,44.934,40.6826604666667,40.06,8.78400000000001,0.215915082721721,19.2192764604003,0.0906201303572703,0.878400000000001,0.878400000000001,0,0
W2,Cambodia,37.074,45.7,41.3248392666667,39.04,8.626,0.208736444063023,19.2192764604003,0.0906201303572703,0.8626,0.8626,0,0
W2,Cambodia,36.15,43.83,39.7346044666667,37.63,7.68,0.193282407188493,19.2192764604003,0.0906201303572703,0.768,0.768,0,0
W2,Cambodia,36.15,41.73,38.399522,38.01,5.58,0.145314308860407,19.2192764604003,0.0906201303572703,0.558,0.558,0,0
W2,Cambodia,34.99,40.38,38.1307096666667,40.21,5.39,0.141355879476638,19.2192764604003,0.0906201303572703,0.539,0.539,0,0
W2,Cambodia,36.65,40.4,38.2881448333333,40.51,3.75,0.0979415434287451,19.2192764604003,0.0906201303572703,0.484999999999999,0.375,0.109999999999999,0
W2,Cambodia,37.76,43.23,39.9412218,40.05,5.47,0.136951243689796,19.2192764604003,0.0906201303572703,0.547,0.547,0,0
W2,Cambodia,38.71,43.23,40.9857862,40.97,4.52,0.110282134834344,19.2192764604003,0.0906201303572703,0.452,0.452,0,0
W2,Cambodia,38.409,43.18,40.5783543333333,42.15,4.771,0.117574999735286,19.2192764604003,0.0906201303572703,0.4771,0.4771,0,0
W2,Cambodia,38.785,43.44,41.2278479333333,42.53,4.65499999999999,0.112909119280911,19.2192764604003,0.0906201303572703,0.465499999999999,0.465499999999999,0,0
W2,Cambodia,39.47,44.78,42.3022792,41.28,5.31,0.125525151372931,19.2192764604003,0.0906201303572703,0.531,0.531,0,0
W2,Cambodia,40.02,45.02,42.1232444333333,42.81,5,0.118699308832046,19.2192764604003,0.0906201303572703,0.5,0.5,0,0
W2,Cambodia,38.4,44.29,40.5672360666667,43.74,5.89,0.145191059857285,19.2192764604003,0.0906201303572703,0.589,0.589,0,0
W2,Cambodia,39.47,45.46,42.4415547999999,43.47,5.99,0.14113526302764,19.2192764604003,0.0906201303572703,0.599,0.599,0,0
W2,Cambodia,40.493,46.18,43.1726948,44.09,5.68700000000001,0.131726778380302,19.2192764604003,0.0906201303572703,0.568700000000001,0.568700000000001,0,0
W2,Cambodia,40.68,45.75,42.9749106666667,43.78,5.07,0.117975812429845,19.2192764604003,0.0906201303572703,0.507,0.507,0,0
W2,Cambodia,40.292,46.086,43.2271322,42.91,5.794,0.134036187577579,19.2192764604003,0.0906201303572703,0.5794,0.5794,0,0
W2,Cambodia,40.499,46.45,43.5159601333334,42.66,5.951,0.13675442255591,19.2192764604003,0.0906201303572703,0.5951,0.5951,0,0
W2,Cambodia,40.13,45.75,43.0713091333333,42.05,5.62,0.130481290517604,19.2192764604003,0.0906201303572703,0.562,0.562,0,0
W2,Cambodia,40.13,45.72,43.1014595,41.13,5.59,0.129693984028545,19.2192764604003,0.0906201303572703,0.559,0.559,0,0
W2,Cambodia,40.074,44.9,42.479454,40.1,4.826,0.113607863227244,19.2192764604003,0.0906201303572703,0.4826,0.4826,0,0
W2,Cambodia,39.58,43.8,41.5393476666667,39.53,4.22,0.101590425392894,19.2192764604003,0.0906201303572703,0.471999999999997,0.422,0,0.0499999999999972
W2,Cambodia,38.06,42.8,40.6757626666666,38.97,4.74,0.116531312242226,19.2192764604003,0.0906201303572703,0.474,0.474,0,0
W2,Cambodia,37.89,42.361,40.125552,37.87,4.471,0.111425258398937,19.2192764604003,0.0906201303572703,0.467100000000003,0.4471,0,0.0200000000000031
W2,Cambodia,36.65,42.36,39.5115595,37.42,5.71,0.144514670447265,19.2192764604003,0.0906201303572703,0.571,0.571,0,0
W2,Cambodia,35.55,40.38,38.1273133333334,37.54,4.83000000000001,0.126680837901508,19.2192764604003,0.0906201303572703,0.483000000000001,0.483000000000001,0,0
W2,Cambodia,34.89,39.73,37.6542536666667,37.68,4.84,0.128537934727003,19.2192764604003,0.0906201303572703,0.484,0.484,0,0
W2,Cambodia,34.181,39.73,37.6023671666667,37,5.549,0.147570496703171,19.2192764604003,0.0906201303572703,0.5549,0.5549,0,0
W2,Cambodia,34.67,39.73,37.7759663333333,35.29,5.06,0.133947599257973,19.2192764604003,0.0906201303572703,0.506,0.506,0,0
W2,Cambodia,31.13,39.425,36.1529846666666,33.05,8.29500000000001,0.22944163743272,19.2192764604003,0.0906201303572703,0.829500000000001,0.829500000000001,0,0
W2,Cambodia,30.7,38.58,34.7823366666667,31.49,7.88,0.226551771823649,19.2192764604003,0.0906201303572703,0.788,0.788,0,0
W2,Cambodia,29.01,36.308,31.9653278333334,30.63,7.29800000000001,0.22830987493861,19.2192764604003,0.0906201303572703,0.729800000000001,0.729800000000001,0,0
W2,Cambodia,27.14,33.88,30.6831923333333,29.29,6.74,0.219664235936685,19.2192764604003,0.0906201303572703,0.674,0.674,0,0
W2,Cambodia,25.83,32.37,29.8219766666666,29.2,6.54,0.219301358628922,19.2192764604003,0.0906201303572703,0.654,0.654,0,0
W2,Cambodia,22.96,32.33,27.5162166666667,27.93,9.37,0.340526465302582,19.2192764604003,0.0906201303572703,0.937,0.937,0,0
W2,Cambodia,22.96,32.23,27.409901,27.39,9.27,0.338198959565742,19.2192764604003,0.0906201303572703,0.927,0.927,0,0
W2,Cambodia,21.81,32.23,26.7465326666667,24.74,10.42,0.389583208031526,19.2192764604003,0.0906201303572703,1.042,1.042,0,0
W2,Cambodia,21.81,32.33,26.6945793333333,23.6,10.52,0.394087498762858,19.2192764604003,0.0906201303572703,1.052,1.052,0,0
W2,Cambodia,18.95,30.15,24.6879696666667,24.36,11.2,0.453662255390814,19.2192764604003,0.0906201303572703,1.12,1.12,0,0
W2,Cambodia,18.57,29.54,23.9555066666667,27.19,10.97,0.457932288915617,19.2192764604003,0.0906201303572703,1.097,1.097,0,0
W2,Cambodia,19.07,29.92,24.0433926666667,27.29,10.85,0.451267429285978,19.2192764604003,0.0906201303572703,1.085,1.085,0,0
W2,Cambodia,21.46,32.24,27.3512853333333,26.84,10.78,0.394131386098418,19.2192764604003,0.0906201303572703,1.078,1.078,0,0
W2,Cambodia,20.69,33.06,27.61031,26.52,12.37,0.448021047210263,19.2192764604003,0.0906201303572703,1.237,1.237,0,0
W2,Cambodia,20.69,32.33,26.7122983333333,26.56,11.64,0.435754342615845,19.2192764604003,0.0906201303572703,1.164,1.164,0,0
W2,Cambodia,19.467,32.23,26.2511156666667,26.21,12.763,0.486188860011245,19.2192764604003,0.0906201303572703,1.2763,1.2763,0,0
W2,Cambodia,19.08,32.33,25.9761347333333,26.53,13.25,0.510083587724744,19.2192764604003,0.0906201303572703,1.325,1.325,0,0
W2,Cambodia,20.399,32.33,26.2053170666667,30.87,11.931,0.455289282310433,19.2192764604003,0.0906201303572703,1.1931,1.1931,0,0
W2,Cambodia,21.81,32.33,26.8011654,28.61,10.52,0.392520244660704,19.2192764604003,0.0906201303572703,1.052,1.052,0,0
W2,Cambodia,27.009,33.198,30.1411959333333,29.36,6.189,0.205333591065494,19.2192764604003,0.0906201303572703,0.6189,0.6189,0,0
